0	0	2
1	0	2
2	0	2
3	0	2
4	0	2
5	0	2
6	0	1
7	0	2
0	1	0
1	1	0
2	1	0
3	1	0
4	1	0
5	1	0
6	1	0
7	1	0
0	2	1
1	2	1
2	2	2
3	2	1
4	2	1
5	2	1
6	2	1
7	2	0
0	3	0
1	3	0
2	3	1
3	3	1
4	3	2
5	3	0
6	3	0
7	3	0
0	4	1
1	4	1
2	4	2
3	4	2
4	4	1
5	4	2
6	4	1
7	4	1
0	5	2
1	5	1
2	5	2
3	5	2
4	5	0
5	5	0
6	5	2
7	5	0
0	6	0
1	6	0
2	6	0
3	6	0
4	6	0
5	6	2
6	6	0
7	6	1
0	7	1
1	7	2
2	7	0
3	7	0
4	7	2
5	7	2
6	7	2
7	7	1
0	8	1
1	8	0
2	8	2
3	8	0
4	8	0
5	8	0
6	8	0
7	8	0
0	9	2
1	9	2
2	9	2
3	9	0
4	9	2
5	9	2
6	9	2
7	9	1
0	10	1
1	10	2
2	10	1
3	10	1
4	10	2
5	10	0
6	10	1
7	10	1
0	11	0
1	11	2
2	11	0
3	11	1
4	11	2
5	11	2
6	11	1
7	11	1
0	12	2
1	12	1
2	12	0
3	12	2
4	12	2
5	12	0
6	12	2
7	12	2
0	13	0
1	13	2
2	13	2
3	13	2
4	13	2
5	13	1
6	13	0
7	13	2
0	14	2
1	14	1
2	14	2
3	14	2
4	14	2
5	14	0
6	14	2
7	14	1
0	15	2
1	15	2
2	15	0
3	15	2
4	15	2
5	15	2
6	15	2
7	15	2
0	16	2
1	16	0
2	16	2
3	16	2
4	16	0
5	16	2
6	16	2
7	16	1
0	17	2
1	17	2
2	17	2
3	17	1
4	17	2
5	17	2
6	17	1
7	17	2
0	18	0
1	18	0
2	18	2
3	18	1
4	18	1
5	18	1
6	18	1
7	18	1
0	19	0
1	19	1
2	19	1
3	19	0
4	19	0
5	19	0
6	19	2
7	19	1
0	20	1
1	20	0
2	20	0
3	20	2
4	20	2
5	20	2
6	20	2
7	20	2
0	21	0
1	21	1
2	21	0
3	21	2
4	21	0
5	21	2
6	21	2
7	21	1
0	22	0
1	22	1
2	22	0
3	22	0
4	22	0
5	22	1
6	22	0
7	22	0
0	23	1
1	23	0
2	23	2
3	23	1
4	23	1
5	23	2
6	23	2
7	23	0
0	24	1
1	24	0
2	24	1
3	24	2
4	24	2
5	24	1
6	24	1
7	24	2
0	25	0
1	25	2
2	25	1
3	25	2
4	25	1
5	25	1
6	25	1
7	25	1
0	26	1
1	26	2
2	26	1
3	26	2
4	26	2
5	26	2
6	26	1
7	26	2
0	27	0
1	27	2
2	27	2
3	27	2
4	27	0
5	27	0
6	27	0
7	27	2
0	28	0
1	28	0
2	28	0
3	28	0
4	28	0
5	28	2
6	28	2
7	28	0
0	29	1
1	29	2
2	29	0
3	29	1
4	29	0
5	29	0
6	29	0
7	29	0
0	30	2
1	30	2
2	30	0
3	30	1
4	30	2
5	30	2
6	30	2
7	30	2
0	31	1
1	31	0
2	31	1
3	31	2
4	31	1
5	31	2
6	31	2
7	31	1
0	32	0
1	32	2
2	32	2
3	32	2
4	32	2
5	32	1
6	32	2
7	32	2
0	33	0
1	33	0
2	33	0
3	33	1
4	33	0
5	33	0
6	33	1
7	33	0
0	34	1
1	34	1
2	34	0
3	34	2
4	34	1
5	34	2
6	34	2
7	34	2
0	35	0
