0	1
1	2
2	2
3	2
4	2
5	2
6	2
7	2
8	2
9	2
10	2
11	2
12	2
13	2
14	2
15	2
16	2
17	2
18	2
19	2
20	2
21	2
22	2
23	2
24	2
25	0
26	1
27	2
28	2
29	2
30	1
31	2
32	2
33	2
34	2
35	2
36	2
37	2
38	2
39	2
40	2
41	2
42	2
43	2
44	2
45	2
46	2
47	2
48	2
49	2
50	0
51	0
52	1
53	2
54	2
55	0
56	2
57	2
58	2
59	2
60	1
61	2
62	2
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	2
71	2
72	2
73	2
74	2
75	0
76	0
77	0
78	1
79	2
80	0
81	1
82	2
83	2
84	2
85	0
86	2
87	2
88	2
89	2
90	1
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	2
100	0
101	0
102	0
103	0
104	1
105	0
106	0
107	2
108	2
109	2
110	0
111	2
112	2
113	2
114	2
115	0
116	2
117	2
118	2
119	2
120	1
121	2
122	2
123	2
124	2
125	0
126	1
127	2
128	2
129	2
130	1
131	2
132	2
133	2
134	2
135	2
136	2
137	2
138	2
139	2
140	2
141	2
142	2
143	2
144	2
145	2
146	2
147	2
148	2
149	2
150	0
151	0
152	0
153	1
154	2
155	0
156	1
157	2
158	2
159	2
160	0
161	2
162	2
163	2
164	2
165	1
166	2
167	2
168	2
169	2
170	2
171	2
172	2
173	2
174	2
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	1
183	2
184	2
185	0
186	1
187	2
188	2
189	2
190	0
191	2
192	2
193	2
194	2
195	0
196	2
197	2
198	2
199	2
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	1
209	2
210	0
211	0
212	2
213	2
214	2
215	0
216	1
217	2
218	2
219	2
220	0
221	2
222	2
223	2
224	2
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	1
235	0
236	0
237	0
238	2
239	2
240	0
241	0
242	2
243	2
244	2
245	0
246	1
247	2
248	2
249	2
250	0
251	0
252	1
253	2
254	2
255	0
256	2
257	2
258	2
259	2
260	1
261	2
262	2
263	2
264	2
265	2
266	2
267	2
268	2
269	2
270	2
271	2
272	2
273	2
274	2
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	1
283	2
284	2
285	0
286	1
287	2
288	2
289	2
290	0
291	2
292	2
293	2
294	2
295	0
296	2
297	2
298	2
299	2
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	2
310	0
311	0
312	1
313	2
314	2
315	0
316	0
317	2
318	2
319	2
320	0
321	2
322	2
323	2
324	2
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	1
339	2
340	0
341	0
342	1
343	2
344	2
345	0
346	0
347	2
348	2
349	2
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	1
365	0
366	0
367	0
368	2
369	2
370	0
371	0
372	1
373	2
374	2
375	0
376	0
377	0
378	1
379	2
380	0
381	1
382	2
383	2
384	2
385	0
386	2
387	2
388	2
389	2
390	1
391	2
392	2
393	2
394	2
395	2
396	2
397	2
398	2
399	2
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	1
409	2
410	0
411	0
412	2
413	2
414	2
415	0
416	1
417	2
418	2
419	2
420	0
421	2
422	2
423	2
424	2
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	1
439	2
440	0
441	0
442	1
443	2
444	2
445	0
446	0
447	2
448	2
449	2
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	1
469	2
470	0
471	0
472	0
473	2
474	2
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	1
495	0
496	0
497	0
498	1
499	2
500	0
501	0
502	0
503	0
504	1
505	0
506	0
507	2
508	2
509	2
510	0
511	2
512	2
513	2
514	2
515	0
516	2
517	2
518	2
519	2
520	1
521	2
522	2
523	2
524	2
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	1
535	0
536	0
537	0
538	2
539	2
540	0
541	0
542	2
543	2
544	2
545	0
546	1
547	2
548	2
549	2
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	1
565	0
566	0
567	0
568	2
569	2
570	0
571	0
572	1
573	2
574	2
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	1
595	0
596	0
597	0
598	1
599	2
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	1
