0	0	2
1	0	2
2	0	0
3	0	1
4	0	2
5	0	1
6	0	0
7	0	0
0	1	2
1	1	2
2	1	0
3	1	0
4	1	2
5	1	2
6	1	0
7	1	2
0	2	2
1	2	2
2	2	2
3	2	0
4	2	0
5	2	0
6	2	0
7	2	2
0	3	2
1	3	0
2	3	0
3	3	1
4	3	0
5	3	0
6	3	2
7	3	2
0	4	2
1	4	2
2	4	1
3	4	2
4	4	0
5	4	2
6	4	0
7	4	2
0	5	0
1	5	2
2	5	0
3	5	0
4	5	2
5	5	0
6	5	0
7	5	2
0	6	2
1	6	2
2	6	0
3	6	2
4	6	2
5	6	0
6	6	2
7	6	2
0	7	2
1	7	0
2	7	2
3	7	2
4	7	0
5	7	2
6	7	2
7	7	0
0	8	2
1	8	2
2	8	2
3	8	1
4	8	2
5	8	2
6	8	0
7	8	2
0	9	2
1	9	0
2	9	2
3	9	2
4	9	2
5	9	2
6	9	2
7	9	0
0	10	2
1	10	0
2	10	2
3	10	2
4	10	2
5	10	2
6	10	0
7	10	0
0	11	0
1	11	2
2	11	0
3	11	0
4	11	2
5	11	2
6	11	2
7	11	2
0	12	0
1	12	0
2	12	0
3	12	2
4	12	2
5	12	2
6	12	2
7	12	2
0	13	2
1	13	0
2	13	2
3	13	2
4	13	2
5	13	2
6	13	2
7	13	2
0	14	2
1	14	2
2	14	0
3	14	2
4	14	2
5	14	0
6	14	2
7	14	0
0	15	2
1	15	1
2	15	2
3	15	0
4	15	2
5	15	2
6	15	2
7	15	0
0	16	2
1	16	1
2	16	0
3	16	0
4	16	0
5	16	0
6	16	0
7	16	1
0	17	1
1	17	2
2	17	2
3	17	0
4	17	0
5	17	2
6	17	2
7	17	2
0	18	1
1	18	0
2	18	0
3	18	0
4	18	2
5	18	0
6	18	2
7	18	0
0	19	0
1	19	0
2	19	2
3	19	2
4	19	0
5	19	0
6	19	2
7	19	2
0	20	0
1	20	0
2	20	2
3	20	2
4	20	2
5	20	2
6	20	2
7	20	2
0	21	2
1	21	2
2	21	2
3	21	2
4	21	2
5	21	2
6	21	2
7	21	2
0	22	2
1	22	2
2	22	0
3	22	2
4	22	2
5	22	2
6	22	2
7	22	2
0	23	2
1	23	0
2	23	2
3	23	2
4	23	1
5	23	0
6	23	2
7	23	2
0	24	0
1	24	0
2	24	2
3	24	2
4	24	2
5	24	0
6	24	0
7	24	2
0	25	2
1	25	0
2	25	0
3	25	0
4	25	2
5	25	0
6	25	2
7	25	0
0	26	1
1	26	0
2	26	0
3	26	1
4	26	2
5	26	1
6	26	1
7	26	1
0	27	0
1	27	2
2	27	2
3	27	0
4	27	2
5	27	0
6	27	2
7	27	2
0	28	2
1	28	0
2	28	0
3	28	2
4	28	2
5	28	2
6	28	2
7	28	2
0	29	0
1	29	0
2	29	0
3	29	2
4	29	0
5	29	0
6	29	0
7	29	0
0	30	1
1	30	1
2	30	1
3	30	1
4	30	0
5	30	0
6	30	2
7	30	0
0	31	0
1	31	2
2	31	2
3	31	2
4	31	0
5	31	0
6	31	0
7	31	0
0	32	2
1	32	0
2	32	2
3	32	0
4	32	2
5	32	2
6	32	0
7	32	0
0	33	2
1	33	2
2	33	0
3	33	2
4	33	2
5	33	2
6	33	0
7	33	2
0	34	0
1	34	2
2	34	2
3	34	1
4	34	2
5	34	2
6	34	2
7	34	1
0	35	0
