0	0	0
1	0	1
2	0	1
3	0	0
4	0	0
5	0	1
6	0	0
7	0	1
0	1	0
1	1	0
2	1	0
3	1	0
4	1	1
5	1	1
6	1	1
7	1	0
0	2	1
1	2	1
2	2	0
3	2	1
4	2	1
5	2	0
6	2	0
7	2	1
0	3	1
1	3	0
2	3	0
3	3	0
4	3	1
5	3	1
6	3	1
7	3	0
0	4	0
1	4	0
2	4	1
3	4	0
4	4	1
5	4	1
6	4	0
7	4	1
0	5	1
1	5	1
2	5	0
3	5	0
4	5	0
5	5	0
6	5	1
7	5	1
0	6	1
1	6	1
2	6	0
3	6	0
4	6	0
5	6	0
6	6	0
7	6	1
0	7	1
1	7	0
2	7	0
3	7	0
4	7	0
5	7	1
6	7	0
7	7	0
0	8	1
1	8	1
2	8	1
3	8	1
4	8	0
5	8	0
6	8	1
7	8	1
0	9	0
1	9	0
2	9	0
3	9	0
4	9	1
5	9	1
6	9	1
7	9	1
0	10	0
1	10	0
2	10	1
3	10	0
4	10	1
5	10	0
6	10	1
7	10	1
0	11	0
1	11	0
2	11	0
3	11	1
4	11	1
5	11	1
6	11	0
7	11	0
0	12	1
1	12	0
2	12	1
3	12	1
4	12	1
5	12	1
6	12	0
7	12	0
0	13	1
1	13	1
2	13	1
3	13	0
4	13	1
5	13	1
6	13	0
7	13	0
0	14	0
1	14	0
2	14	0
3	14	0
4	14	1
5	14	0
6	14	0
7	14	1
0	15	0
1	15	0
2	15	1
3	15	0
4	15	1
5	15	0
6	15	1
7	15	1
0	16	0
1	16	0
2	16	0
3	16	1
4	16	0
5	16	1
6	16	0
7	16	1
0	17	1
1	17	1
2	17	0
3	17	0
4	17	1
5	17	0
6	17	1
7	17	0
0	18	1
1	18	1
2	18	0
3	18	1
4	18	0
5	18	0
6	18	0
7	18	0
0	19	0
1	19	0
2	19	1
3	19	1
4	19	1
5	19	0
6	19	1
7	19	1
0	20	1
1	20	1
2	20	1
3	20	0
4	20	1
5	20	0
6	20	1
7	20	1
0	21	0
1	21	0
2	21	0
3	21	0
4	21	0
5	21	1
6	21	1
7	21	0
0	22	1
1	22	1
2	22	1
3	22	1
4	22	1
5	22	1
6	22	1
7	22	1
0	23	1
1	23	0
2	23	0
3	23	0
4	23	0
5	23	0
6	23	0
7	23	1
0	24	1
1	24	1
2	24	1
3	24	1
4	24	1
5	24	0
6	24	0
7	24	1
0	25	1
1	25	0
2	25	0
3	25	0
4	25	1
5	25	1
6	25	0
7	25	0
0	26	0
1	26	1
2	26	0
3	26	1
4	26	0
5	26	1
6	26	0
7	26	0
0	27	0
1	27	0
2	27	0
3	27	1
4	27	0
5	27	0
6	27	1
7	27	0
0	28	1
1	28	1
2	28	0
3	28	0
4	28	1
5	28	0
6	28	0
7	28	1
0	29	0
1	29	0
2	29	0
3	29	0
4	29	0
5	29	0
6	29	1
7	29	0
0	30	0
1	30	1
2	30	1
3	30	1
4	30	0
5	30	1
6	30	1
7	30	1
0	31	0
1	31	0
2	31	1
3	31	0
4	31	0
5	31	0
6	31	0
7	31	0
0	32	0
1	32	0
2	32	1
3	32	0
4	32	1
5	32	1
6	32	1
7	32	1
0	33	0
1	33	0
2	33	1
3	33	0
4	33	0
5	33	1
6	33	0
7	33	0
0	34	1
1	34	0
2	34	0
3	34	1
4	34	1
5	34	1
6	34	0
7	34	1
0	35	0
1	35	0
2	35	0
3	35	1
4	35	1
5	35	0
6	35	1
7	35	0
0	36	1
1	36	1
2	36	1
3	36	1
4	36	1
5	36	0
6	36	1
7	36	1
0	37	1
1	37	0
2	37	0
3	37	0
4	37	1
5	37	0
6	37	0
7	37	1
0	38	1
1	38	0
2	38	0
3	38	0
4	38	1
5	38	1
