0	0	3
1	0	5
2	0	0
3	0	4
4	0	5
5	0	5
6	0	5
7	0	6
0	1	2
1	1	2
2	1	1
3	1	2
4	1	2
5	1	2
6	1	2
7	1	2
0	2	5
1	2	1
2	2	1
3	2	1
4	2	1
5	2	5
6	2	1
7	2	3
0	3	5
1	3	5
2	3	5
3	3	5
4	3	1
5	3	5
6	3	5
7	3	5
0	4	5
1	4	5
2	4	5
3	4	5
4	4	1
5	4	5
6	4	1
7	4	5
0	5	5
1	5	5
2	5	5
3	5	5
4	5	2
5	5	5
6	5	5
7	5	5
0	6	6
1	6	3
2	6	0
3	6	6
4	6	2
5	6	6
6	6	6
7	6	6
0	7	0
1	7	0
2	7	0
3	7	0
4	7	3
5	7	0
6	7	0
7	7	0
0	8	4
1	8	6
2	8	1
3	8	3
4	8	2
5	8	2
6	8	5
7	8	2
0	9	1
1	9	1
2	9	0
3	9	0
4	9	4
5	9	0
6	9	0
7	9	3
0	10	5
1	10	3
2	10	3
3	10	3
4	10	5
5	10	2
6	10	3
7	10	3
0	11	3
1	11	4
2	11	1
3	11	2
4	11	4
5	11	4
6	11	5
7	11	4
0	12	4
1	12	4
2	12	4
3	12	4
4	12	5
5	12	4
6	12	4
7	12	4
0	13	5
1	13	3
2	13	5
3	13	5
4	13	5
5	13	5
6	13	5
7	13	5
0	14	0
1	14	2
2	14	5
3	14	4
4	14	3
5	14	6
6	14	6
7	14	2
0	15	4
1	15	6
2	15	5
3	15	4
4	15	4
5	15	4
6	15	3
7	15	4
0	16	0
1	16	1
2	16	0
3	16	0
4	16	0
5	16	3
6	16	0
7	16	0
0	17	5
1	17	5
2	17	5
3	17	1
4	17	6
5	17	5
6	17	0
7	17	5
0	18	3
1	18	1
2	18	3
3	18	3
4	18	2
5	18	3
6	18	3
7	18	3
0	19	2
1	19	0
2	19	3
3	19	3
4	19	3
5	19	3
6	19	4
7	19	3
0	20	3
1	20	4
2	20	4
3	20	4
4	20	1
5	20	5
6	20	4
7	20	5
0	21	0
1	21	3
2	21	0
3	21	4
4	21	0
5	21	0
6	21	0
7	21	0
0	22	0
1	22	4
2	22	2
3	22	2
4	22	2
5	22	2
6	22	2
7	22	4
0	23	5
1	23	1
2	23	1
3	23	5
4	23	6
5	23	1
6	23	3
7	23	1
0	24	6
1	24	0
2	24	4
3	24	6
4	24	6
5	24	6
6	24	0
7	24	6
0	25	4
1	25	4
2	25	4
3	25	4
4	25	4
5	25	0
6	25	4
7	25	4
0	26	1
1	26	2
2	26	2
3	26	1
4	26	6
5	26	0
6	26	5
7	26	2
0	27	5
1	27	5
2	27	1
3	27	6
4	27	5
5	27	5
6	27	2
7	27	5
0	28	1
1	28	3
2	28	2
3	28	1
4	28	5
5	28	1
6	28	1
7	28	1
0	29	6
1	29	2
2	29	2
3	29	2
4	29	2
5	29	2
6	29	4
7	29	2
0	30	3
1	30	6
2	30	6
3	30	2
4	30	6
5	30	6
6	30	6
7	30	2
0	31	6
1	31	6
2	31	4
3	31	4
4	31	4
5	31	4
6	31	6
7	31	4
0	32	4
1	32	4
2	32	0
3	32	4
4	32	5
5	32	2
6	32	4
7	32	4
0	33	3
1	33	5
2	33	2
3	33	5
4	33	6
5	33	0
6	33	3
7	33	6
0	34	6
1	34	5
2	34	2
3	34	0
4	34	5
5	34	6
6	34	6
7	34	6
0	35	6
1	35	6
2	35	6
3	35	6
4	35	6
5	35	3
6	35	6
7	35	6
0	36	5
1	36	6
2	36	6
3	36	6
4	36	5
5	36	4
6	36	6
7	36	0
0	37	0
1	37	0
2	37	5
3	37	0
4	37	0
5	37	0
6	37	3
7	37	4
0	38	4
1	38	4
2	38	4
3	38	4
4	38	0
5	38	4
6	38	4
7	38	4
0	39	2
1	39	4
2	39	2
3	39	0
4	39	0
5	39	2
6	39	1
7	39	6
0	40	1
1	40	5
2	40	6
3	40	6
4	40	6
5	40	6
6	40	5
7	40	6
0	41	4
1	41	5
2	41	4
3	41	2
4	41	0
5	41	4
6	41	4
7	41	4
0	42	5
1	42	4
2	42	4
3	42	0
4	42	0
5	42	6
6	42	5
7	42	6
0	43	4
1	43	5
2	43	0
3	43	6
4	43	6
5	43	2
6	43	6
7	43	6
0	44	5
1	44	2
2	44	2
3	44	4
4	44	2
5	44	2
6	44	2
7	44	2
0	45	5
1	45	4
2	45	4
3	45	4
4	45	6
5	45	4
6	45	4
7	45	5
0	46	4
1	46	3
2	46	4
3	46	2
4	46	1
5	46	3
6	46	4
7	46	4
0	47	5
1	47	1
