0	3
1	3
2	1
3	3
4	2
5	2
6	2
7	3
8	3
9	1
10	3
11	1
12	2
13	3
14	2
15	0
16	3
17	2
18	1
19	0
20	2
21	3
22	2
23	2
24	1
25	3
26	1
27	1
28	2
29	1
30	3
31	1
32	0
33	0
34	0
35	3
36	2
37	3
38	1
39	2
40	0
41	3
42	3
43	1
44	1
45	3
46	3
47	2
48	3
49	1
50	1
51	1
52	0
53	2
54	2
55	3
56	1
57	3
58	0
59	3
60	0
61	0
62	3
63	2
64	2
65	0
66	2
67	0
68	3
69	2
70	0
71	0
72	0
73	0
74	3
75	0
76	1
77	1
78	2
79	2
80	2
81	2
82	3
83	0
84	2
85	2
86	3
87	3
88	2
89	0
90	1
91	0
92	1
93	3
94	2
95	0
96	1
97	2
98	0
99	2
100	2
101	3
102	3
103	3
104	2
105	1
106	0
107	0
108	2
109	2
110	3
111	3
112	0
113	0
114	3
115	3
116	0
117	1
118	2
119	2
120	1
121	3
122	3
123	1
124	3
125	3
126	2
127	2
128	3
129	2
130	1
131	1
132	1
133	3
134	0
135	3
136	3
137	3
138	1
139	3
140	1
141	2
142	0
143	2
144	0
145	0
146	3
147	2
148	1
149	3
150	1
151	2
152	0
153	1
154	3
155	2
156	0
157	3
158	1
159	0
160	0
161	0
162	1
163	1
164	0
165	0
166	1
167	1
168	2
169	3
170	0
171	2
172	3
173	2
174	3
175	2
176	0
177	2
178	2
179	3
180	1
181	0
182	2
183	1
184	1
185	2
186	2
187	0
188	0
189	0
190	0
191	3
192	1
193	2
194	1
195	2
196	1
197	2
198	2
199	2
200	3
201	1
202	0
203	0
204	3
205	3
206	0
207	2
208	2
209	0
210	0
211	3
212	2
213	2
214	0
215	0
216	1
217	0
218	2
219	3
220	0
221	3
222	2
223	2
224	1
225	3
226	1
227	3
228	1
229	1
230	3
231	1
232	2
233	1
234	3
235	3
236	2
237	2
238	0
239	2
240	0
241	0
242	2
243	1
244	3
245	3
246	2
247	1
248	0
249	1
250	3
251	0
252	3
253	2
254	3
255	1
256	1
257	0
258	1
259	0
260	1
261	1
262	3
263	3
264	1
265	2
266	2
267	1
268	3
269	3
270	2
271	1
272	3
273	3
274	2
275	2
276	2
277	0
278	1
279	2
280	0
281	2
282	2
283	1
284	3
285	1
286	2
287	3
288	0
289	1
290	3
291	3
292	2
293	3
294	2
295	2
296	2
297	1
298	1
299	2
300	1
301	0
302	2
303	3
304	2
305	2
306	1
307	0
308	0
309	0
310	1
311	3
312	2
313	0
314	2
315	3
316	3
317	1
318	3
319	2
320	1
321	2
322	2
323	1
324	1
325	2
326	0
327	0
328	3
329	1
330	3
331	0
332	0
333	2
334	2
335	1
336	3
337	2
338	3
339	2
340	2
341	0
342	1
343	0
344	0
345	2
346	1
347	0
348	3
349	0
350	0
351	1
352	3
353	2
354	1
355	0
356	2
357	1
358	0
359	0
360	1
361	1
362	1
363	3
364	0
365	1
366	3
367	1
368	2
369	0
370	2
371	2
372	3
373	2
374	3
375	2
376	1
377	1
378	1
379	0
380	0
381	2
382	2
383	0
384	0
385	3
386	1
387	3
388	3
389	0
390	2
391	3
392	3
393	2
394	1
395	0
396	2
397	2
398	2
399	3
400	1
401	0
402	0
403	3
404	0
405	2
406	0
407	1
408	2
409	1
410	1
411	0
412	2
413	0
414	3
415	0
416	2
417	2
418	2
419	1
420	3
421	0
422	1
423	2
424	0
425	0
426	0
427	0
428	1
429	3
430	1
431	2
432	1
433	2
434	1
435	3
436	3
437	0
438	0
439	1
440	1
441	3
442	3
443	0
444	2
445	3
446	1
447	0
448	2
449	3
450	2
451	0
452	0
453	2
454	1
455	2
456	3
457	3
458	0
459	1
460	3
461	0
462	0
463	0
464	2
465	2
466	2
467	0
468	1
469	3
470	3
471	0
472	2
473	0
474	0
475	1
476	0
477	3
478	2
479	2
480	1
481	0
482	0
483	3
484	3
485	2
486	0
487	1
488	0
489	0
490	1
491	1
492	2
493	0
494	2
495	2
496	0
497	3
498	3
499	0
500	0
501	0
502	0
503	1
504	0
505	1
506	1
507	0
508	3
509	0
510	2
511	0
512	0
513	1
514	3
515	0
516	0
517	1
518	1
519	3
520	1
521	3
522	1
523	3
524	0
525	1
526	1
527	0
528	2
529	2
530	1
531	2
532	1
533	3
534	3
535	3
536	1
537	3
538	0
539	2
540	2
541	3
542	1
543	1
544	2
545	3
546	3
547	2
548	2
549	1
550	3
551	0
552	1
553	2
554	1
555	0
556	2
557	1
558	2
559	1
560	0
561	0
562	1
563	0
564	2
565	1
566	1
567	1
568	2
569	3
570	1
571	1
572	3
573	3
574	0
575	1
576	1
577	0
578	0
579	0
580	2
581	3
582	1
583	1
584	2
585	3
586	0
587	0
588	0
589	0
590	2
591	0
592	2
593	1
594	3
595	0
596	0
597	3
598	2
599	1
600	2
601	3
602	0
603	1
604	0
605	1
606	3
607	3
608	0
609	2
610	0
611	3
612	0
613	2
614	1
615	0
616	0
617	3
618	3
619	0
620	1
621	3
622	1
623	1
624	1
625	1
626	2
627	2
628	2
629	3
630	1
631	0
632	2
633	0
634	0
635	3
636	1
637	2
638	2
639	0
640	0
641	2
642	1
643	2
644	3
645	0
646	2
647	1
648	1
649	1
650	1
651	1
652	0
653	0
654	1
655	3
656	2
657	3
658	3
659	1
660	3
661	1
662	1
663	1
664	3
665	3
666	0
667	1
668	3
669	2
670	0
671	0
672	2
673	0
674	1
675	0
676	2
677	2
678	2
679	2
680	3
681	2
682	3
683	2
684	2
685	2
686	0
687	2
688	1
689	1
690	1
691	2
692	1
693	3
694	1
695	3
696	1
697	2
698	2
699	0
700	0
701	1
702	0
703	3
704	0
705	1
706	3
707	3
708	3
709	0
710	2
711	1
712	1
713	1
714	2
715	0
716	1
717	2
718	0
719	1
720	0
721	1
722	3
723	0
724	3
725	3
726	1
727	2
728	0
729	0
730	0
731	2
732	3
733	2
734	3
735	0
736	1
737	2
738	2
739	3
740	1
741	2
742	0
743	1
744	3
745	2
746	3
747	2
748	3
749	1
750	1
751	3
752	2
753	1
754	3
755	3
756	1
757	1
758	2
759	3
760	0
761	1
762	3
763	0
764	1
765	2
766	1
767	2
768	0
769	1
770	2
771	0
772	0
773	2
774	3
775	2
776	1
777	2
778	1
779	3
780	1
781	3
782	0
783	1
784	3
785	2
786	1
787	3
788	1
789	1
790	2
791	3
792	0
793	2
794	2
795	3
796	0
797	1
798	0
799	2
800	3
801	0
802	0
803	2
804	0
805	2
806	1
807	1
808	2
809	1
810	0
811	0
812	2
813	3
814	2
815	2
816	3
817	1
818	0
819	1
820	1
821	0
822	3
823	0
824	0
825	0
826	0
827	0
828	3
829	3
830	2
831	2
832	1
833	1
834	1
835	2
836	3
837	1
838	3
839	3
840	0
841	1
842	3
843	1
844	1
845	3
